1000
77, 947
617, 255
-592, 772
374, 608
-563, -275
887, 524
362, 316
-571, 755
-637, 582
-853, -728
-796, 88
-521, 617
375, -408
804, 56
-188, 657
697, -612
-928, 641
703, 769
281, -142
-605, 554
-673, 941
-146, 291
981, 713
-135, 942
225, -215
-998, -595
431, -869
559, -188
-241, 896
820, -902
-894, 866
923, -388
294, -258
18, 418
3, 456
-664, -771
-595, 954
-1000, -187
409, -626
-237, -300
-147, -341
683, 668
902, 60
-895, -449
9, -413
862, 747
-610, -712
-927, 209
-778, -862
888, -239
597, -55
482, 391
898, 90
182, 482
946, 236
-664, -442
837, -306
96, 941
-808, 44
-130, 978
773, 7
-573, -623
-75, 952
-329, -522
-147, 706
-548, -711
799, -479
384, 434
102, 923
403, -916
-715, -906
-387, 269
508, -781
695, 151
-926, -4
-253, -620
-575, 181
-702, 495
-456, 31
682, 789
777, 276
500, -463
923, -388
317, -314
668, -821
682, -821
99, -126
-284, -827
4, -286
163, 903
-919, 928
-777, 172
113, -270
-52, 277
-136, 957
813, -80
840, 135
-419, 377
-544, -680
50, 86
-697, 986
975, 531
129, 990
767, -80
-581, 186
700, 124
-954, -564
550, 413
407, 757
-92, 660
194, -676
411, -546
767, 975
859, -179
250, 305
-96, 890
-349, -347
557, -775
844, 242
-743, 848
88, -527
151, -491
-26, 310
-53, -249
491, -1000
-407, 149
-233, -882
886, -89
-861, -285
-288, 59
426, -670
-572, -156
238, -174
405, 286
-768, 282
-50, -261
-281, -55
-979, 307
187, -146
128, 223
-381, 201
-139, -428
826, 174
196, 199
456, -522
-923, 630
917, -903
282, -234
-106, 723
464, -364
205, 165
336, 812
789, 831
911, 544
532, -98
299, 830
-454, -392
132, 610
-945, 585
763, 50
-454, -651
-752, -468
-26, -55
-949, -102
-677, -348
134, -918
25, 320
463, -36
-93, 685
601, -501
548, -406
35, 300
-904, -9
-297, -179
197, 108
-812, -555
-764, 790
-37, -62
-603, 505
858, -601
-679, 928
695, 495
742, 769
111, 720
-861, -371
735, 168
-770, 865
-209, 391
-981, 392
-556, -702
358, -38
-420, 500
-467, 315
-853, 759
-819, 538
391, 312
-881, -42
-239, -347
-757, 281
427, -598
164, 713
-204, 485
294, 290
-729, 642
481, 174
-47, 306
8, -13
907, 902
795, -417
-265, -582
-748, -77
-83, 992
996, -810
54, -141
-586, -328
-854, 587
39, -641
412, 3
174, -355
168, -746
-156, -673
200, -913
84, -864
292, 325
746, 904
-702, 173
741, 631
-184, -539
-87, -603
201, 491
-970, -213
986, 717
475, 595
-365, 576
181, 85
165, -202
277, -637
711, -688
567, 657
916, -185
-721, 90
941, -378
-961, -668
-742, -386
89, 146
177, -905
-105, 314
55, -286
-340, -406
250, 274
239, -978
602, -463
603, -852
-312, -406
-453, -615
-637, -648
271, -623
-225, -469
-463, 721
-235, -458
798, 677
1, 151
242, -888
541, -348
579, 794
418, 817
346, 880
770, -514
-200, 923
899, -124
110, 971
-359, 909
432, 142
606, 172
-904, -176
702, 637
-800, 296
337, -84
-877, 762
144, 218
125, 785
307, 329
241, 650
-981, -585
630, 165
-842, 277
335, -980
-731, -514
-33, -478
-272, -108
501, 617
520, 157
995, 424
323, -499
808, 465
-844, -507
67, -597
456, -658
-354, -378
591, 405
912, -574
112, 803
954, -589
970, 554
308, 481
-144, -781
-969, -456
-677, 940
825, -590
-796, -13
-882, -103
196, -256
802, -595
569, -364
-989, -674
-513, 227
-116, 532
436, -40
302, 341
-671, 308
-134, -661
-63, 457
712, -892
855, -524
-99, 311
-100, -561
-108, -670
528, 361
-422, -859
-81, 948
-719, -913
-820, 661
-843, -415
-471, -880
665, -251
-714, 336
-173, -271
-416, 726
-217, -453
222, 95
336, -821
